                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    431,                0.72183,                0.42042,                 1.0926,                 0.9922,                0.99919,                0.99246,                 0.8608,                 0.5414,                0.32824,                 1.0115,             0.00093575,             0.00093575,             0.00093575
                    432,                0.71056,                0.40425,                 1.0754,                0.99348,                      1,                0.99479,                0.86416,                0.54672,                0.32009,                 1.0024,             0.00093328,             0.00093328,             0.00093328
                    433,                0.74858,                0.41487,                 1.0926,                0.99583,                0.99738,                0.99471,                0.86792,                0.54308,                0.32316,                 1.0007,              0.0009308,              0.0009308,              0.0009308
                    434,                0.72757,                0.42544,                  1.087,                0.99739,                0.99953,                0.99495,                 0.8654,                0.56459,                0.32704,                 1.0056,             0.00092833,             0.00092833,             0.00092833
                    435,                0.72903,                0.40574,                 1.1093,                0.99644,                0.99738,                0.99497,                0.86791,                0.53681,                0.31665,                0.99137,             0.00092585,             0.00092585,             0.00092585
                    436,                 0.7262,                0.39892,                 1.0714,                0.99477,                0.99606,                  0.995,                0.86493,                 0.5465,                0.32335,                 1.0032,             0.00092338,             0.00092338,             0.00092338
                    437,                0.76589,                0.44211,                  1.088,                0.99592,                0.99738,                  0.995,                0.86797,                0.56214,                0.32582,                 1.0033,              0.0009209,              0.0009209,              0.0009209
                    438,                 0.7416,                0.40434,                  1.076,                0.99169,                      1,                0.99495,                0.85547,                0.59152,                0.33229,                 1.0162,             0.00091842,             0.00091842,             0.00091842
                    439,                0.73665,                0.42688,                 1.1021,                0.99088,                      1,                0.99463,                0.85984,                0.55651,                0.32169,                 1.0057,             0.00091595,             0.00091595,             0.00091595
                    440,                0.74235,                0.41073,                  1.063,                 0.9835,                      1,                0.99447,                0.85843,                0.54581,                0.33276,                 1.0032,             0.00091348,             0.00091348,             0.00091348
                    441,                0.73161,                0.42424,                 1.0586,                0.98955,                      1,                0.99487,                0.86641,                0.53403,                 0.3193,                0.99785,               0.000911,               0.000911,               0.000911
                    442,                0.70337,                0.41016,                 1.0802,                0.99107,                      1,                0.99492,                0.87108,                0.52542,                 0.3216,                0.98727,             0.00090853,             0.00090853,             0.00090853
                    443,                0.71326,                0.39312,                 1.0768,                0.99358,                      1,                0.99497,                0.86369,                0.53977,                0.32231,                0.99759,             0.00090605,             0.00090605,             0.00090605
                    444,                0.75151,                0.42114,                 1.1219,                0.99221,                0.99988,                  0.995,                  0.864,                0.56437,                0.32852,                 1.0206,             0.00090358,             0.00090358,             0.00090358
                    445,                0.77152,                0.41035,                 1.0853,                 0.9922,                0.99893,                0.99497,                0.86729,                0.56218,                0.32109,                 1.0091,              0.0009011,              0.0009011,              0.0009011
                    446,                0.73316,                0.40751,                 1.0827,                0.99415,                0.99738,                 0.9949,                0.87429,                0.52604,                0.31936,                 1.0006,             0.00089863,             0.00089863,             0.00089863
                    447,                0.68258,                0.39669,                 1.0571,                0.99672,                0.99476,                0.99497,                0.87062,                0.53921,                0.32696,                 1.0098,             0.00089615,             0.00089615,             0.00089615
                    448,                0.74375,                 0.4177,                 1.1024,                0.99348,                0.99476,                0.99495,                0.86974,                0.53176,                0.32442,                0.99452,             0.00089368,             0.00089368,             0.00089368
                    449,                0.72022,                0.41225,                 1.0765,                0.99792,                0.99215,                  0.995,                0.86871,                0.52479,                0.31872,                 1.0009,              0.0008912,              0.0008912,              0.0008912
                    450,                0.72736,                0.41412,                 1.0881,                 0.9945,                0.99215,                0.99497,                0.86114,                0.56471,                0.32819,                 1.0115,             0.00088873,             0.00088873,             0.00088873
                    451,                0.72921,                0.42603,                  1.072,                0.99566,                0.99215,                0.99492,                0.86915,                0.53303,                0.32142,                0.99989,             0.00088625,             0.00088625,             0.00088625
                    452,                0.71433,                0.43256,                 1.0733,                0.99235,                0.99738,                0.99474,                0.87764,                0.51462,                0.30938,                 0.9855,             0.00088378,             0.00088378,             0.00088378
                    453,                0.69592,                 0.4193,                 1.0837,                0.99131,                      1,                0.99489,                0.87865,                0.52156,                0.30893,                0.98943,              0.0008813,              0.0008813,              0.0008813
                    454,                0.70795,                0.41692,                 1.0588,                0.99256,                      1,                0.99492,                 0.8688,                0.53637,                 0.3135,                 0.9859,             0.00087882,             0.00087882,             0.00087882
                    455,                0.70847,                0.38362,                 1.0611,                0.98897,                      1,                  0.995,                0.87222,                0.52069,                0.31445,                0.99447,             0.00087635,             0.00087635,             0.00087635
                    456,                0.69902,                0.40973,                  1.055,                0.99737,                0.99331,                  0.995,                0.87512,                0.52196,                0.32133,                0.99267,             0.00087388,             0.00087388,             0.00087388
                    457,                0.72915,                0.41458,                 1.0633,                0.99738,                0.99815,                  0.995,                0.87599,                0.52889,                0.32092,                0.98895,              0.0008714,              0.0008714,              0.0008714
                    458,                0.70585,                0.40405,                  1.081,                0.99722,                0.99738,                0.99492,                0.86608,                0.54084,                0.31959,                 1.0101,             0.00086892,             0.00086892,             0.00086892
                    459,                 0.7085,                0.42028,                 1.0783,                0.99631,                0.99738,                0.99482,                0.87077,                0.54561,                0.33186,                 1.0006,             0.00086645,             0.00086645,             0.00086645
                    460,                0.72031,                0.42559,                 1.0759,                0.99466,                0.99738,                 0.9949,                0.86681,                0.54595,                0.33354,                 1.0066,             0.00086398,             0.00086398,             0.00086398
                    461,                0.76306,                0.41177,                 1.1266,                0.99675,                0.99738,                  0.995,                0.87084,                0.52314,                0.31481,                0.99016,              0.0008615,              0.0008615,              0.0008615
                    462,                0.68218,                0.40353,                 1.0533,                 0.9999,                0.99738,                  0.995,                0.86837,                0.54906,                0.32493,                0.99772,             0.00085902,             0.00085902,             0.00085902
                    463,                0.70544,                0.39564,                 1.0576,                      1,                0.99733,                  0.995,                0.86686,                0.53696,                0.31794,                0.99826,             0.00085655,             0.00085655,             0.00085655
                    464,                 0.6699,                0.39494,                 1.0792,                0.99618,                0.99476,                  0.995,                0.86484,                 0.5633,                0.32854,                0.99785,             0.00085408,             0.00085408,             0.00085408
                    465,                0.73331,                0.41427,                 1.0637,                0.98853,                0.99738,                 0.9949,                0.87669,                0.50581,                0.31732,                0.98424,              0.0008516,              0.0008516,              0.0008516
                    466,                0.71868,                0.40029,                 1.0611,                0.98896,                      1,                  0.995,                0.87252,                0.54473,                0.32365,                 1.0015,             0.00084912,             0.00084912,             0.00084912
                    467,                0.70663,                0.40242,                 1.0408,                 0.9916,                      1,                0.99497,                0.87472,                0.52087,                0.31427,                0.98682,             0.00084665,             0.00084665,             0.00084665
                    468,                 0.6875,                0.38965,                 1.0878,                0.99479,                0.99918,                0.99497,                0.88006,                0.52322,                0.30766,                 0.9893,             0.00084418,             0.00084418,             0.00084418
                    469,                0.67369,                0.38203,                 1.0548,                 0.9966,                0.99215,                  0.995,                0.88497,                0.50449,                0.30197,                0.98262,              0.0008417,              0.0008417,              0.0008417
                    470,                0.66388,                0.39567,                 1.0343,                0.99477,                0.99589,                  0.995,                0.88784,                0.49406,                0.30324,                0.98429,             0.00083922,             0.00083922,             0.00083922
                    471,                0.71862,                0.40285,                 1.1021,                0.99463,                      1,                  0.995,                0.88075,                0.51754,                0.30737,                0.98292,             0.00083675,             0.00083675,             0.00083675
                    472,                0.70154,                0.40334,                 1.0667,                0.99668,                0.99215,                0.99497,                 0.8876,                0.49585,                0.30393,                 0.9793,             0.00083427,             0.00083427,             0.00083427
                    473,                0.65932,                0.38605,                 1.0729,                  0.981,                      1,                0.99476,                0.88937,                0.48813,                0.30129,                0.97488,              0.0008318,              0.0008318,              0.0008318
                    474,                0.68005,                0.39332,                 1.0527,                0.98643,                0.99738,                0.99487,                0.88796,                0.49255,                0.30941,                0.97161,             0.00082932,             0.00082932,             0.00082932
                    475,                0.70468,                0.39988,                 1.0718,                0.99738,                0.99661,                  0.995,                0.88263,                0.50409,                0.31118,                0.98328,             0.00082685,             0.00082685,             0.00082685
                    476,                0.68961,                0.40652,                  1.065,                0.99739,                 0.9991,                  0.995,                0.88488,                0.50623,                0.30851,                 0.9844,             0.00082438,             0.00082438,             0.00082438
                    477,                0.66821,                0.39163,                 1.0564,                0.99442,                      1,                  0.995,                0.87854,                0.50222,                0.31251,                0.97588,              0.0008219,              0.0008219,              0.0008219
                    478,                0.67024,                0.38864,                 1.0548,                0.99463,                0.99476,                  0.995,                0.87557,                0.51183,                0.32422,                0.98967,             0.00081943,             0.00081943,             0.00081943
                    479,                0.71938,                 0.4056,                   1.06,                 0.9952,                0.99215,                  0.995,                0.87533,                0.51929,                0.31809,                0.99041,             0.00081695,             0.00081695,             0.00081695
                    480,                0.70549,                0.41479,                 1.0635,                0.99467,                0.99476,                0.99497,                0.88632,                0.48685,                0.31259,                0.98403,             0.00081447,             0.00081447,             0.00081447
                    481,                0.66738,                0.38782,                 1.0614,                0.99478,                 0.9984,                0.99497,                0.87625,                0.53285,                 0.3181,                0.99484,               0.000812,               0.000812,               0.000812
                    482,                0.69418,                0.38253,                 1.0682,                0.99626,                      1,                0.99495,                0.88459,                0.48754,                0.29968,                0.97585,             0.00080953,             0.00080953,             0.00080953
                    483,                0.69455,                0.41402,                  1.093,                0.99639,                      1,                  0.995,                0.87721,                0.49319,                0.29845,                0.97344,             0.00080705,             0.00080705,             0.00080705
                    484,                0.65397,                0.37631,                 1.0496,                0.99803,                0.99738,                  0.995,                 0.8807,                0.49363,                0.29892,                0.96908,             0.00080458,             0.00080458,             0.00080458
                    485,                0.68895,                0.38545,                  1.051,                0.99918,                0.99738,                  0.995,                0.88592,                0.49737,                0.30368,                0.97679,              0.0008021,              0.0008021,              0.0008021
                    486,                0.66309,                0.37857,                 1.0667,                0.99963,                0.99738,                  0.995,                0.88637,                0.48211,                0.29977,                0.97683,             0.00079963,             0.00079963,             0.00079963
                    487,                0.70702,                0.39157,                 1.0565,                0.99964,                0.99738,                  0.995,                0.88355,                0.48528,                0.29807,                0.97875,             0.00079715,             0.00079715,             0.00079715
                    488,                0.68403,                0.38415,                 1.0743,                      1,                0.99901,                  0.995,                0.88885,                0.49746,                0.30277,                0.97743,             0.00079468,             0.00079468,             0.00079468
                    489,                0.71437,                0.41227,                 1.0906,                0.99927,                0.99738,                  0.995,                0.89631,                0.48017,                0.29826,                0.97005,              0.0007922,              0.0007922,              0.0007922
                    490,                0.67722,                0.38754,                  1.041,                0.99738,                0.99725,                  0.995,                0.88853,                0.49747,                0.30365,                0.96382,             0.00078973,             0.00078973,             0.00078973
                    491,                0.67243,                0.39938,                 1.0147,                      1,                  0.995,                  0.995,                0.88802,                0.48459,                0.30186,                 0.9592,             0.00078725,             0.00078725,             0.00078725
                    492,                0.67645,                0.37059,                 1.0512,                0.99725,                0.99738,                  0.995,                 0.8856,                0.50027,                0.30638,                0.97091,             0.00078478,             0.00078478,             0.00078478
                    493,                0.70604,                0.39632,                 1.0526,                0.99597,                0.99738,                  0.995,                0.88786,                 0.4959,                0.30222,                0.97015,              0.0007823,              0.0007823,              0.0007823
                    494,                0.70575,                0.39351,                 1.0637,                0.99729,                      1,                0.99497,                0.88347,                0.51099,                0.31242,                0.98847,             0.00077983,             0.00077983,             0.00077983
                    495,                0.68731,                0.39305,                 1.0432,                0.99671,                      1,                0.99495,                0.88537,                0.50371,                 0.3116,                0.97764,             0.00077735,             0.00077735,             0.00077735
                    496,                0.69042,                0.40747,                 1.0575,                0.99738,                0.99576,                  0.995,                0.88537,                0.50387,                0.30754,                0.97309,             0.00077487,             0.00077487,             0.00077487
                    497,                 0.6921,                0.39346,                 1.0625,                0.99736,                0.98857,                 0.9949,                0.88819,                0.48554,                0.30583,                0.97093,              0.0007724,              0.0007724,              0.0007724
                    498,                0.67957,                0.38245,                  1.049,                0.99691,                0.99476,                0.99495,                  0.896,                0.46926,                0.30434,                 0.9615,             0.00076993,             0.00076993,             0.00076993
                    499,                0.69019,                0.38873,                 1.0513,                0.99477,                0.99635,                0.99495,                0.88291,                0.50916,                0.30318,                0.97616,             0.00076745,             0.00076745,             0.00076745
                    500,                0.70577,                0.39785,                 1.0353,                0.99731,                0.99476,                  0.995,                0.89682,                 0.4853,                 0.2998,                0.96335,             0.00076497,             0.00076497,             0.00076497
                    501,                0.64485,                 0.3762,                  1.039,                0.99455,                      1,                  0.995,                0.89273,                0.49573,                0.30047,                0.96048,              0.0007625,              0.0007625,              0.0007625
                    502,                0.66185,                0.37462,                 1.0436,                0.99479,                0.99973,                0.99497,                0.89439,                0.48341,                0.29987,                0.96093,             0.00076003,             0.00076003,             0.00076003
                    503,                0.62356,                0.36487,                 1.0109,                0.99738,                0.99817,                0.99492,                0.89275,                0.48934,                0.30305,                0.96443,             0.00075755,             0.00075755,             0.00075755
                    504,                0.69699,                0.38486,                 1.0698,                0.99191,                0.99738,                 0.9949,                0.88389,                0.49622,                0.30619,                0.97104,             0.00075507,             0.00075507,             0.00075507
                    505,                0.63622,                0.38844,                 1.0114,                0.99214,                0.99738,                0.99479,                0.88688,                0.49507,                0.31178,                0.96695,              0.0007526,              0.0007526,              0.0007526
                    506,                0.71716,                0.39812,                 1.0429,                0.99477,                0.99581,                0.99484,                 0.8956,                0.47901,                0.30526,                0.96055,             0.00075013,             0.00075013,             0.00075013
                    507,                0.71573,                0.39236,                 1.0576,                0.99478,                0.99682,                0.99487,                0.89146,                 0.4839,                 0.3049,                0.95903,             0.00074765,             0.00074765,             0.00074765
                    508,                0.66312,                0.39817,                 1.0708,                0.99203,                      1,                0.99495,                 0.8892,                0.49256,                0.29952,                0.95828,             0.00074517,             0.00074517,             0.00074517
                    509,                0.70461,                0.38102,                 1.0495,                0.99179,                      1,                0.99497,                0.89312,                0.46297,                0.29479,                0.95246,              0.0007427,              0.0007427,              0.0007427
                    510,                0.67406,                0.38276,                 1.0463,                0.99211,                      1,                  0.995,                0.88775,                0.48741,                0.29416,                0.98306,             0.00074023,             0.00074023,             0.00074023
                    511,                 0.6786,                0.39858,                 1.0514,                0.99479,                0.99904,                  0.995,                 0.9007,                0.44892,                0.29097,                0.94904,             0.00073775,             0.00073775,             0.00073775
                    512,                0.66042,                0.37424,                 1.0555,                0.99219,                      1,                  0.995,                0.89419,                   0.48,                0.29623,                0.96056,             0.00073527,             0.00073527,             0.00073527
                    513,                0.66578,                0.38772,                 1.0729,                0.99197,                      1,                  0.995,                0.89621,                0.47398,                0.29122,                0.96339,              0.0007328,              0.0007328,              0.0007328
                    514,                 0.6381,                0.36717,                 1.0241,                0.99184,                      1,                  0.995,                0.89335,                0.48024,                0.30148,                0.96682,             0.00073032,             0.00073032,             0.00073032
                    515,                0.68202,                0.38785,                 1.0358,                0.99155,                      1,                0.99497,                0.89143,                0.47829,                0.30425,                0.96248,             0.00072785,             0.00072785,             0.00072785
                    516,                0.63986,                0.37395,                 1.0627,                0.99738,                0.99613,                 0.9949,                0.88546,                0.48538,                0.30107,                 0.9631,             0.00072537,             0.00072537,             0.00072537
                    517,                0.71939,                0.40176,                 1.1015,                0.99191,                0.99738,                0.99489,                0.88462,                 0.4951,                0.30146,                0.96552,              0.0007229,              0.0007229,              0.0007229
                    518,                0.66586,                0.37303,                 1.0472,                0.99329,                0.99215,                0.99489,                0.89165,                0.46329,                0.28938,                0.95025,             0.00072043,             0.00072043,             0.00072043
                    519,                 0.6453,                0.37944,                  1.081,                0.99476,                 0.9947,                0.99495,                0.89258,                0.47963,                0.29576,                0.95266,             0.00071795,             0.00071795,             0.00071795
                    520,                0.64229,                0.38284,                 1.0409,                0.99737,                0.99362,                  0.995,                0.90098,                0.45304,                0.29451,                0.95104,             0.00071547,             0.00071547,             0.00071547
                    521,                0.63016,                0.37309,                 1.0311,                0.99715,                0.99738,                  0.995,                0.89712,                0.46006,                0.29223,                0.95573,               0.000713,               0.000713,               0.000713
                    522,                0.66872,                0.38841,                 1.0389,                      1,                0.99727,                  0.995,                0.89965,                0.45922,                0.29047,                0.95636,             0.00071053,             0.00071053,             0.00071053
                    523,                0.67278,                0.38672,                 1.0362,                0.99796,                0.99738,                  0.995,                0.89661,                0.46636,                0.29224,                0.95745,             0.00070805,             0.00070805,             0.00070805
                    524,                0.67313,                 0.3861,                 1.0329,                0.99962,                0.99738,                  0.995,                0.89616,                0.46668,                0.29551,                0.95526,             0.00070557,             0.00070557,             0.00070557
                    525,                0.66504,                0.38606,                 1.0178,                0.99942,                0.99738,                  0.995,                0.89092,                0.47896,                0.29771,                0.95578,              0.0007031,              0.0007031,              0.0007031
                    526,                0.65905,                0.38985,                 1.0507,                 0.9966,                      1,                  0.995,                0.88785,                0.47194,                0.29614,                0.95858,             0.00070063,             0.00070063,             0.00070063
                    527,                 0.6668,                0.38992,                 1.0337,                0.99739,                0.99892,                  0.995,                 0.8971,                0.45897,                0.29492,                0.94946,             0.00069815,             0.00069815,             0.00069815
                    528,                0.66024,                0.38373,                 1.0446,                0.99843,                0.99738,                  0.995,                    0.9,                0.45321,                0.29382,                0.94673,             0.00069568,             0.00069568,             0.00069568
                    529,                0.62458,                0.39217,                 1.0373,                0.99908,                0.99738,                  0.995,                 0.8926,                0.46514,                0.29705,                0.95052,              0.0006932,              0.0006932,              0.0006932
                    530,                0.66242,                0.37034,                 1.0331,                 0.9922,                0.99962,                  0.995,                0.89233,                0.45742,                 0.2977,                0.94712,             0.00069072,             0.00069072,             0.00069072
                    531,                0.64675,                0.38479,                 1.0326,                0.99219,                 0.9978,                0.99497,                0.88708,                0.47498,                0.29424,                0.95742,             0.00068825,             0.00068825,             0.00068825
                    532,                0.63264,                0.38118,                 1.0723,                0.99822,                0.99738,                  0.995,                0.89538,                0.46674,                0.29737,                0.94919,             0.00068578,             0.00068578,             0.00068578
                    533,                 0.6567,                0.38522,                 1.0347,                0.99996,                0.99738,                  0.995,                0.89775,                0.46159,                 0.2962,                0.95062,              0.0006833,              0.0006833,              0.0006833
                    534,                0.63873,                0.38734,                 1.0326,                0.99739,                0.99928,                  0.995,                0.90408,                0.44901,                0.29729,                0.94363,             0.00068083,             0.00068083,             0.00068083
                    535,                0.63317,                0.36948,                 1.0333,                0.99479,                0.99994,                  0.995,                 0.9102,                0.43934,                0.29049,                0.93701,             0.00067835,             0.00067835,             0.00067835
                    536,                0.63197,                0.37434,                 1.0183,                0.99727,                      1,                  0.995,                0.90258,                0.44769,                0.28555,                0.94405,             0.00067588,             0.00067588,             0.00067588
                    537,                0.61859,                0.36954,                 1.0208,                0.99664,                      1,                  0.995,                0.90609,                0.44329,                0.28239,                0.94395,              0.0006734,              0.0006734,              0.0006734
                    538,                0.63876,                  0.378,                 1.0175,                      1,                0.99932,                  0.995,                 0.8977,                0.46395,                0.29125,                0.94859,             0.00067093,             0.00067093,             0.00067093
                    539,                0.66249,                0.36125,                 1.0146,                 0.9968,                      1,                  0.995,                0.90265,                 0.4494,                0.28673,                0.94359,             0.00066845,             0.00066845,             0.00066845
                    540,                0.63129,                 0.3642,                 1.0265,                0.99684,                      1,                  0.995,                0.90228,                0.44952,                0.28839,                0.94369,             0.00066598,             0.00066598,             0.00066598
                    541,                0.67926,                 0.3787,                 1.0095,                0.99721,                      1,                  0.995,                0.89864,                0.47024,                0.29309,                0.95375,              0.0006635,              0.0006635,              0.0006635
                    542,                0.67295,                0.39677,                 1.0389,                      1,                0.99928,                  0.995,                 0.8982,                0.44995,                0.29216,                0.94938,             0.00066102,             0.00066102,             0.00066102
                    543,                0.66383,                0.38927,                 1.0294,                      1,                0.99698,                  0.995,                0.89524,                0.46931,                0.29141,                0.95362,             0.00065855,             0.00065855,             0.00065855
                    544,                0.63342,                0.37375,                 1.0206,                0.99738,                0.99734,                  0.995,                0.90046,                 0.4591,                0.29256,                0.95242,             0.00065608,             0.00065608,             0.00065608
                    545,                0.67615,                0.38338,                 1.0506,                0.99738,                0.99651,                  0.995,                0.90302,                0.44663,                0.28883,                0.94809,              0.0006536,              0.0006536,              0.0006536
                    546,                0.65345,                0.36634,                 1.0607,                      1,                0.99647,                  0.995,                0.89778,                0.45117,                0.28549,                0.94325,             0.00065113,             0.00065113,             0.00065113
                    547,                0.63877,                 0.3826,                 1.0285,                      1,                0.99721,                  0.995,                0.89905,                 0.4595,                0.29042,                0.94657,             0.00064865,             0.00064865,             0.00064865
                    548,                 0.6321,                0.37431,                 1.0204,                      1,                0.99886,                  0.995,                0.90516,                0.44405,                0.28096,                0.94224,             0.00064618,             0.00064618,             0.00064618
                    549,                0.60168,                0.35567,                 1.0388,                      1,                0.99945,                  0.995,                0.90641,                0.45304,                0.28294,                0.94277,              0.0006437,              0.0006437,              0.0006437
                    550,                0.61115,                0.35893,                 1.0104,                0.99739,                0.99909,                  0.995,                 0.9104,                0.43642,                0.27778,                0.94034,             0.00064122,             0.00064122,             0.00064122
                    551,                 0.6281,                0.36687,                0.99992,                0.99685,                      1,                  0.995,                0.89916,                0.45639,                0.28514,                0.94924,             0.00063875,             0.00063875,             0.00063875
                    552,                0.59234,                0.35538,                 1.0067,                0.99739,                0.99921,                  0.995,                0.90303,                0.43887,                0.28282,                0.94028,             0.00063628,             0.00063628,             0.00063628
                    553,                 0.6562,                0.37312,                 1.0475,                0.99697,                      1,                  0.995,                0.90097,                0.45174,                0.29122,                0.94012,              0.0006338,              0.0006338,              0.0006338
                    554,                0.67685,                 0.3904,                 1.0673,                      1,                0.99878,                  0.995,                 0.8995,                0.44734,                0.29312,                0.94627,             0.00063132,             0.00063132,             0.00063132
                    555,                0.63627,                0.37244,                 1.0294,                      1,                0.99921,                  0.995,                0.89771,                0.44872,                0.29154,                0.94622,             0.00062885,             0.00062885,             0.00062885
                    556,                0.62974,                0.36803,                 1.0205,                0.99606,                      1,                  0.995,                0.89709,                0.44933,                0.29064,                0.94601,             0.00062637,             0.00062637,             0.00062637
                    557,                0.61314,                  0.363,                 1.0216,                0.99543,                0.99738,                  0.995,                0.90145,                0.44212,                0.28378,                0.94603,              0.0006239,              0.0006239,              0.0006239
                    558,                0.65762,                0.37715,                 1.0439,                0.99677,                      1,                  0.995,                0.89927,                0.44492,                0.28063,                0.94914,             0.00062142,             0.00062142,             0.00062142
                    559,                 0.6308,                0.36684,                 1.0274,                0.99687,                      1,                  0.995,                0.90723,                0.42965,                0.27841,                0.93734,             0.00061895,             0.00061895,             0.00061895
                    560,                0.60017,                0.36124,                 1.0104,                0.99975,                0.99738,                  0.995,                0.89922,                0.45103,                0.28668,                0.94393,             0.00061648,             0.00061648,             0.00061648
                    561,                0.64332,                0.36733,                 1.0535,                0.99737,                0.99274,                  0.995,                0.90036,                0.44204,                0.28506,                0.93848,               0.000614,               0.000614,               0.000614
                    562,                0.64644,                0.38731,                  1.026,                0.99824,                0.99215,                  0.995,                0.89331,                0.45331,                0.28927,                0.95056,             0.00061153,             0.00061153,             0.00061153
                    563,                0.63635,                0.37007,                 1.0235,                0.99479,                0.99878,                  0.995,                0.89993,                0.43842,                0.28261,                0.94102,             0.00060905,             0.00060905,             0.00060905
                    564,                0.61056,                0.35796,                  1.016,                0.99434,                      1,                  0.995,                0.90374,                0.43378,                 0.2781,                0.93478,             0.00060658,             0.00060658,             0.00060658
